fLength,fSize,fConc,fConc1,fAlpha,fDist,class
155.425,4.5364,0.038,0.0191,71.937,277.544,0
33.3877,2.3865,0.4065,0.2512,66.4296,179.5712,0
23.2673,2.4354,0.5908,0.3725,74.2971,222.43,0
23.3243,2.6399,0.4632,0.3182,28.6045,183.3696,0
29.3197,2.889,0.4015,0.2046,60.7877,186.921,0
98.2181,3.1904,0.1756,0.085,62.4958,167.9039,0
171.115,3.6886,0.0922,0.0618,79.146,191.177,0
18.936,2.5287,0.5216,0.2563,36.3083,207.9632,0
33.2105,2.5575,0.3601,0.2064,7.777,199.223,0
120.799,3.5704,0.1812,0.0956,46.2106,351.675,0
32.2872,2.8323,0.4559,0.2601,74.4547,167.1817,0
43.2905,2.4556,0.3222,0.1629,50.8834,186.789,0
72.9287,2.7949,0.4179,0.2471,15.5734,57.9291,0
79.3454,3.235,0.1879,0.1038,29.2167,240.9534,0
262.0263,3.399,0.0992,0.0789,62.2396,58.3654,0
79.2916,2.806,0.2612,0.1531,56.7018,288.2018,0
28.6404,2.781,0.3543,0.2078,2.5401,145.927,0
172.628,3.1647,0.3641,0.1995,49.158,311.767,0
38.4459,2.6513,0.3772,0.2087,77.696,88.1333,0
37.0402,2.873,0.3014,0.1574,24.348,249.919,0
37.3442,2.4016,0.4303,0.2259,58.6265,164.237,0
35.0215,2.6949,0.295,0.1748,77.8227,84.7015,0
21.0383,2.7623,0.5701,0.3461,9.9481,250.7814,0
67.4516,2.6688,0.4514,0.2726,26.8693,77.2194,0
31.2921,2.5959,0.3873,0.2125,81.8892,235.6785,0
65.8793,3.0427,0.3221,0.1727,37.1496,301.007,0
32.1076,2.7287,0.3541,0.1424,52.3273,113.284,0
77.6685,2.6866,0.3951,0.2088,81.6697,78.3511,0
157.757,3.4859,0.1892,0.0965,82.3074,416.326,0
98.2442,2.1734,0.542,0.2952,40.455,165.9593,0
43.1087,2.8609,0.3388,0.2307,19.4398,278.639,0
69.6536,3.1655,0.1858,0.1042,4.42,247.971,0
31.7098,2.8102,0.305,0.1772,24.256,249.854,0
33.9844,2.8407,0.6046,0.3442,46.603,185.645,0
38.0172,3.0021,0.1809,0.0925,67.724,225.9638,0
94.1134,3.2923,0.0839,0.072,29.067,301.3481,0
45.9681,2.8168,0.3857,0.2617,61.0296,199.6103,0
18.8087,2.5547,0.5972,0.33,11.8816,210.4779,0
92.1716,3.2347,0.1204,0.0741,61.762,96.6803,0
13.2692,2.2636,0.8011,0.4877,76.291,148.879,0
50.3019,2.7226,0.3125,0.1563,40.14,271.101,0
14.4194,2.391,0.6667,0.4178,77.9739,125.5237,0
268.5557,3.5845,0.1042,0.0541,75.2391,116.3868,0
33.7199,2.6817,0.4662,0.2529,57.7589,206.014,0
26.3044,2.5581,0.5256,0.2697,14.677,120.404,0
38.5399,2.7214,0.3324,0.2194,86.2652,260.973,0
37.1336,2.3573,0.4826,0.2705,74.435,146.8673,0
27.3633,2.4192,0.7209,0.3574,15.1147,171.3404,0
35.8515,2.9823,0.3436,0.2146,9.8815,86.4843,0
16.6215,2.4065,0.6706,0.3627,43.4992,199.63,0
17.4056,2.4232,0.5509,0.3038,14.327,240.812,0
195.4811,3.6437,0.0799,0.0508,85.6807,172.0408,0
44.3788,2.8704,0.4363,0.2825,60.4565,162.1778,0
12.5671,2.0663,0.6867,0.3734,52.8294,112.946,0
25.8724,2.1845,0.7215,0.4289,4.6845,120.8897,0
19.4632,2.4048,0.6181,0.372,64.519,166.183,0
32.682,2.6473,0.3673,0.1707,75.265,102.2822,0
30.1788,2.4771,0.46,0.2383,80.6957,156.608,0
23.0384,2.532,0.4829,0.2586,61.9346,144.8005,0
29.1979,2.2863,0.8092,0.5875,83.602,237.952,0
41.9892,2.6592,0.3039,0.1857,70.9603,106.3456,0
35.2705,2.7419,0.317,0.1821,80.8997,63.119,0
12.9526,2.2911,0.8031,0.5601,85.4342,226.159,0
20.7517,2.4518,0.5555,0.3881,57.1232,205.1802,0
18.336,2.281,0.6126,0.3272,68.2545,62.5226,0
29.8424,2.2857,0.4764,0.2834,62.5605,142.3577,0
28.0997,2.8038,0.5703,0.3244,8.2367,217.871,0
98.3474,2.9761,0.3423,0.1791,26.902,343.841,0
63.1442,2.8404,0.3235,0.1682,64.627,197.537,0
174.257,3.4632,0.1408,0.0793,34.5846,261.822,0
15.8992,2.5267,0.5282,0.2889,16.2751,229.8505,0
30.8445,2.4759,0.6478,0.3148,80.2869,193.1073,0
24.9315,2.6599,0.5624,0.3972,79.932,215.169,0
54.1708,2.5176,0.5001,0.2612,35.8524,120.0867,0
158.731,3.9326,0.0864,0.0436,13.8859,169.677,0
12.4763,2.2776,0.6913,0.3509,49.9854,134.658,0
18.4575,2.6313,0.5278,0.294,67.5262,139.5355,0
58.0888,2.4784,0.4855,0.2431,49.1065,297.8268,0
271.4508,4.6113,0.0328,0.0246,73.2824,198.6563,0
27.1686,2.7701,0.5671,0.2844,26.81,185.796,0
59.5654,2.4631,0.3373,0.1876,78.0882,229.749,0
159.275,4.2712,0.078,0.0392,79.626,373.05,0
97.719,3.0476,0.2336,0.0846,42.1686,247.5211,0
41.7329,2.7505,0.4336,0.229,55.0425,43.0465,0
122.657,4.1544,0.0732,0.0368,27.926,260.481,0
22.6188,2.3551,0.5158,0.3191,1.8504,187.7461,0
58.4337,2.9325,0.3411,0.1863,41.862,114.123,0
225.011,3.5426,0.111,0.0675,77.525,110.932,0
85.6317,3.0899,0.2561,0.1484,55.5014,157.226,0
77.7764,3.1919,0.2289,0.1212,45.8326,79.4901,0
187.9041,3.7659,0.1355,0.0552,8.5801,345.4294,0
21.9142,2.3284,0.5775,0.3404,68.016,121.574,0
30.803,2.6352,0.4338,0.2788,69.8058,76.1121,0
47.7138,2.9017,0.4243,0.263,5.9013,266.2614,0
78.1397,3.1257,0.2518,0.1266,32.3175,245.4325,0
146.1118,3.3302,0.1411,0.0923,43.407,246.6065,0
63.1221,3.2316,0.1808,0.0743,56.3522,186.804,0
196.6816,3.9577,0.0959,0.0548,87.3238,293.4997,0
50.7417,2.7416,0.4056,0.2491,50.0771,118.0061,0
180.999,3.4596,0.2384,0.1279,41.742,316.482,0
162.722,3.3965,0.1902,0.1073,35.443,261.758,0
192.2916,4.0202,0.0845,0.0547,60.3793,329.0259,0
92.9408,3.3017,0.3605,0.2304,20.183,364.114,0
117.5596,3.0344,0.1877,0.0783,29.9526,149.8736,0
34.0466,2.7645,0.4592,0.2709,57.166,211.043,0
155.223,3.5456,0.0953,0.0734,37.4427,225.2306,0
73.8643,3.9212,0.1278,0.0662,16.6332,177.439,0
19.8047,2.2593,0.6108,0.3131,70.7052,177.7763,0
41.6116,2.9077,0.3871,0.2022,85.6838,250.143,0
13.0175,2.0774,0.7531,0.3808,3.767,135.278,0
65.9633,3.5638,0.2493,0.1637,39.104,282.765,0
41.1158,2.5218,0.4571,0.2662,61.9923,186.264,0
126.609,3.461,0.2103,0.1233,29.6115,369.928,0
130.242,3.3531,0.1082,0.0583,14.2737,231.029,0
26.9187,2.7498,0.4678,0.2777,73.6034,92.6105,0
35.0517,2.4293,0.4969,0.3134,40.8358,213.9211,0
27.2144,2.7243,0.4283,0.2142,67.8016,37.2326,0
152.4108,3.1078,0.2442,0.1259,33.5791,245.8817,0
37.5469,2.3046,0.5332,0.3233,18.6822,159.2978,0
126.397,3.2597,0.1232,0.0619,4.2599,32.8647,0
39.5056,2.7835,0.4,0.2296,16.7893,207.265,0
135.917,3.284,0.1238,0.0632,61.485,202.202,0
153.066,3.816,0.1555,0.0832,36.077,352.282,0
13.3126,2.3608,0.7887,0.4161,10.9867,150.746,0
122.4537,4.1365,0.0512,0.0436,68.0289,301.4364,0
30.6,2.6575,0.3454,0.2079,1.107,81.3264,0
46.408,2.6435,0.3477,0.2148,67.365,205.312,0
22.6085,2.5966,0.5342,0.3354,54.041,193.957,0
34.3719,2.2766,0.4123,0.1999,10.2044,92.1384,0
18.4116,2.5694,0.5391,0.2871,26.715,234.499,0
33.0585,2.4371,0.5123,0.2668,25.5014,139.179,0
52.8643,2.5721,0.3935,0.2771,74.3798,170.2509,0
37.1784,2.7569,0.3837,0.1931,34.5112,257.3683,0
76.0088,2.7563,0.3418,0.2235,42.611,210.972,0
34.3305,2.6753,0.3696,0.2059,17.7258,256.083,0
141.116,4.3983,0.0689,0.0369,87.1467,378.702,0
107.6151,3.7709,0.099,0.0622,67.6349,239.5628,0
40.4165,2.7712,0.4623,0.2312,27.2504,160.038,0
105.1478,4.1876,0.051,0.0383,40.1549,306.1684,0
17.172,2.5315,0.6382,0.3838,55.5146,92.8713,0
104.4053,3.2125,0.1871,0.0823,61.1733,232.1963,0
61.6817,2.8245,0.2776,0.1669,49.9795,234.1881,0
15.5815,2.4522,0.7167,0.369,51.4362,106.8125,0
25.8127,2.6149,0.4757,0.2852,67.8393,220.149,0
28.602,2.534,0.652,0.4254,66.546,169.924,0
214.44,3.4237,0.15,0.0828,4.014,231.81,0
19.6873,2.5629,0.5773,0.4227,44.5774,225.46,0
83.8563,3.3099,0.1801,0.0828,33.9184,212.8484,0
119.5829,3.3591,0.3264,0.1766,29.7244,369.0021,0
21.4698,2.4273,0.5196,0.3047,4.589,151.69,0
41.0701,2.69,0.5525,0.3202,33.0732,99.3665,0
38.1901,2.5152,0.3603,0.1878,28.1573,261.575,0
83.6871,2.7118,0.4175,0.2553,26.492,286.746,0
52.2858,2.8582,0.3714,0.2363,32.1876,202.308,0
98.881,3.3307,0.174,0.1221,20.2721,301.3584,0
158.597,4.5348,0.0387,0.0196,28.954,227.682,0
20.6646,2.3589,0.5208,0.3304,54.346,244.19,0
85.5566,3.0485,0.3102,0.1951,29.2049,324.505,0
84.6834,2.7284,0.3554,0.2399,57.6423,136.3991,0
22.1742,2.3722,0.5178,0.3155,21.8842,198.5148,0
40.0726,2.7745,0.3731,0.1958,15.5932,188.699,0
26.8185,2.3473,0.4809,0.2539,68.33,29.2585,0
123.4751,3.7935,0.0979,0.0399,45.182,260.996,0
26.2932,2.5226,0.6726,0.3524,4.245,130.4822,0
90.9744,2.9382,0.4806,0.3666,6.4514,304.039,0
57.6244,3.2048,0.3495,0.19,3.3411,285.534,0
16.836,2.4627,0.5544,0.3164,57.0521,136.7892,0
120.657,3.2688,0.1974,0.0985,19.0904,276.3924,0
18.2285,2.2443,0.8319,0.6296,79.4702,158.554,0
14.6541,2.511,0.642,0.3613,49.6263,188.7315,0
71.7611,2.8363,0.5026,0.3197,48.4428,288.6459,0
20.9353,2.6985,0.4444,0.2412,12.4041,80.8612,0
226.26,3.5119,0.143,0.0745,75.0874,197.0715,0
51.4249,2.9574,0.3331,0.2002,18.0023,220.214,0
30.2932,2.8739,0.3393,0.1639,38.8759,252.9946,0
55.0515,2.9978,0.2844,0.1949,77.2908,207.4532,0
31.1498,2.2934,0.4816,0.2676,5.5107,138.7374,0
29.7336,2.6026,0.3496,0.1985,86.288,161.564,0
71.5641,3.1497,0.1431,0.0733,31.499,170.245,0
21.9424,2.4158,0.6257,0.3896,54.355,218.819,0
14.6612,2.4693,0.6919,0.358,67.6927,108.915,0
26.2948,2.6031,0.5611,0.3254,22.217,243.991,0
29.8325,2.6928,0.4523,0.2424,50.398,280.732,0
56.1591,3.0076,0.245,0.1303,73.7683,257.27,0
17.4437,2.3889,0.7943,0.4365,4.2008,199.8158,0
73.8615,3.3781,0.0878,0.0812,61.503,104.1386,0
53.0789,3.1807,0.1596,0.0821,15.94,168.436,0
201.3999,3.463,0.1076,0.0599,72.8814,307.7284,0
21.2307,2.7789,0.5324,0.3003,36.584,215.938,0
100.019,3.1029,0.3377,0.1905,26.489,405.539,0
18.809,2.5496,0.6037,0.4245,75.574,222.591,0
98.1404,3.1603,0.1249,0.0753,39.2697,180.4646,0
13.3362,2.5947,0.3829,0.2237,60.3358,34.8102,0
131.9202,3.1034,0.2925,0.1901,77.7378,281.9732,0
31.1767,2.5881,0.5414,0.3204,26.4212,134.3067,0
77.9491,3.1134,0.2796,0.1613,52.036,183.833,0
50.2766,2.9495,0.2434,0.1593,2.6069,220.793,0
99.216,3.2075,0.2115,0.1225,6.308,137.73,0
187.4964,3.2851,0.1569,0.0918,54.8226,89.5007,0
41.5674,2.8089,0.3292,0.1793,28.306,196.273,0
22.7496,2.6304,0.5012,0.2822,13.8325,188.477,0
29.7979,2.6981,0.6092,0.4679,8.6839,227.77,0
33.6254,2.7296,0.3262,0.1668,61.1523,219.4,0
39.167,2.8678,0.4895,0.2854,27.714,167.201,0
18.2802,2.6055,0.6662,0.3811,62.513,219.8536,0
183.8082,3.482,0.1972,0.1032,54.4669,333.5108,0
79.3368,3.2275,0.1978,0.1033,45.6726,180.768,0
28.971,2.5938,0.4881,0.254,32.9085,150.7236,0
118.3765,3.7139,0.1477,0.0713,51.9268,374.8463,0
20.338,2.6518,0.4348,0.2241,43.436,223.037,0
17.1617,2.488,0.5767,0.4277,35.0932,141.0765,0
29.8995,2.7705,0.4953,0.3096,20.46,278.629,0
36.6168,2.7462,0.4951,0.2915,14.718,81.0417,0
65.0483,2.8254,0.2313,0.1398,54.1282,146.618,0
138.8171,4.5025,0.0255,0.024,82.5414,180.2218,0
34.5351,2.6822,0.5039,0.3066,13.6956,137.3556,0
138.347,3.4943,0.1,0.0511,84.6519,217.354,0
134.978,3.1801,0.3402,0.1734,58.643,313.694,0
49.8322,2.8947,0.3927,0.2105,22.2916,270.6941,0
121.254,3.1726,0.1868,0.1058,58.0869,257.955,0
174.5756,3.458,0.184,0.0971,27.5121,359.1252,0
22.1635,2.5648,0.4088,0.2925,67.5832,201.6649,0
25.4859,2.4371,0.5302,0.2921,78.2195,196.2962,0
109.387,2.9701,0.4049,0.2062,86.0704,23.4236,0
33.6386,2.6922,0.5162,0.3125,3.0282,166.0519,0
150.5725,3.8516,0.0721,0.0177,39.0647,79.2431,0
103.0086,3.1609,0.3051,0.1841,13.9507,393.1593,0
27.4344,2.7259,0.4624,0.2735,31.9443,80.2647,0
91.438,3.0678,0.2302,0.1009,52.5424,311.5083,0
22.3382,2.3512,0.5212,0.3274,79.532,236.446,0
33.5107,2.6799,0.4598,0.2435,9.962,87.8559,0
19.1909,2.5309,0.4956,0.2912,48.9617,53.4254,0
22.8297,2.5173,0.3954,0.2177,60.0278,182.35,0
27.2713,2.6112,0.5655,0.3195,3.1333,131.033,0
28.7504,2.931,0.2868,0.1806,42.3618,242.5142,0
34.6583,2.8974,0.2345,0.1272,55.5748,100.2511,0
26.974,2.6493,0.5135,0.2948,32.7169,193.059,0
24.0895,2.3738,0.4863,0.2812,89.2151,179.872,0
24.336,2.3463,0.5901,0.3706,81.653,122.6304,0
26.0169,2.4807,0.5256,0.2992,29.352,176.426,0
26.5114,2.2636,0.4578,0.2425,50.4142,121.638,0
120.776,4.306,0.0525,0.0277,24.028,235.673,0
24.1494,2.5248,0.5343,0.2614,52.3185,219.0456,0
29.0168,2.7001,0.3927,0.1905,79.4579,204.7022,0
19.8489,2.3847,0.5567,0.3155,55.0925,168.972,0
85.7914,3.227,0.2182,0.079,10.3207,261.0096,0
86.4336,3.0974,0.2165,0.1123,50.1297,112.132,0
116.935,2.933,0.3337,0.1779,39.109,389.579,0
187.8498,3.2289,0.1872,0.112,48.6958,307.6267,0
24.0557,2.4983,0.3968,0.2238,37.151,289.944,0
16.5431,2.3801,0.5896,0.3151,30.006,214.645,0
30.4163,2.8274,0.3839,0.2195,68.21,236.15,0
32.0397,2.6464,0.3928,0.2201,68.342,165.942,0
38.5942,2.839,0.2595,0.1366,35.4255,213.8245,0
49.0191,2.4495,0.4938,0.2682,18.2632,194.068,0
29.7199,2.3856,0.5432,0.2984,74.889,194.744,0
37.9196,2.6675,0.4344,0.2591,78.8367,215.403,0
17.8219,2.3664,0.4903,0.2817,80.6581,104.904,0
59.2653,3.1407,0.2452,0.111,50.8755,164.3214,0
23.6883,2.4771,0.7533,0.5417,82.5746,198.4,0
227.0703,3.422,0.2318,0.1331,52.5227,220.4276,0
21.8711,2.6031,0.5287,0.3404,30.5423,154.523,0
40.3392,2.6337,0.4139,0.1948,44.4455,216.9099,0
23.8385,2.7109,0.3858,0.1863,20.3408,188.5054,0
98.9209,3.3235,0.1894,0.1196,53.078,272.853,0
16.6153,2.2398,0.7755,0.4484,76.3942,197.1985,0
27.9747,2.4893,0.6321,0.3679,55.4616,206.844,0
20.7756,2.3021,0.7781,0.4813,39.242,149.961,0
18.544,2.3729,0.6186,0.3453,17.2844,166.498,0
100.0086,2.7262,0.3595,0.24,4.9003,244.4479,0
85.6991,3.2141,0.1944,0.0864,39.0355,177.91,0
40.9031,2.6684,0.2916,0.157,66.4239,126.0903,0
61.2534,3.1798,0.3516,0.2449,35.9098,313.196,0
25.8722,2.5552,0.5595,0.307,83.0695,227.0477,0
27.5017,2.5153,0.6846,0.3862,55.9138,121.4329,0
72.1767,2.971,0.3533,0.2251,34.076,81.0633,0
112.7716,2.4899,0.6626,0.3489,65.6261,220.8814,0
32.1676,2.4158,0.5182,0.2783,31.218,240.435,0
27.8161,2.09,0.6972,0.3589,55.5221,132.0225,0
125.479,3.2037,0.1833,0.0942,19.7675,180.86,0
18.6481,2.5353,0.5364,0.2726,12.314,212.062,0
159.654,3.6205,0.1067,0.0628,88.0923,225.399,0
20.0348,2.5641,0.3946,0.2643,56.105,55.0101,0
39.2624,2.8469,0.4039,0.2022,69.966,239.6796,0
242.8317,3.4142,0.1141,0.0654,48.4566,132.5392,0
107.937,3.1419,0.1529,0.0783,22.9433,275.182,0
29.7011,2.7631,0.5338,0.3032,54.9128,145.0072,0
37.5017,2.8379,0.4299,0.2709,56.3273,202.802,0
37.2836,2.4609,0.4187,0.2301,9.357,230.247,0
33.3489,2.9191,0.2946,0.1373,20.799,241.7025,0
122.095,4.3196,0.0507,0.0264,55.6274,259.109,0
132.752,3.4564,0.1266,0.0648,9.8339,119.642,0
159.7701,3.2576,0.1154,0.0623,32.7,203.2499,0
52.9512,2.8982,0.2402,0.1321,15.7762,243.849,0
54.2256,2.8447,0.4035,0.2944,0.2295,161.101,0
24.3452,2.7384,0.4621,0.2475,13.451,119.617,0
83.6193,2.9829,0.1841,0.1062,41.6742,16.4205,0
38.1779,3.0041,0.2534,0.1457,14.3249,97.5481,0
27.214,2.546,0.4166,0.1968,55.9207,34.2552,0
35.7492,2.6832,0.3689,0.1697,80.2599,260.2245,0
53.051,2.8438,0.4071,0.2126,68.4705,250.0441,0
74.6868,2.8624,0.4022,0.2258,21.453,152.807,0
32.7703,2.4639,0.433,0.2285,42.442,132.527,0
41.6924,3.0702,0.3008,0.2007,59.5712,177.3062,0
125.104,3.1449,0.2471,0.1264,74.2777,80.7517,0
28.5749,2.4256,0.5427,0.3178,51.6158,67.3931,0
42.2919,2.6347,0.367,0.2143,24.6072,265.7389,0
21.2489,2.5966,0.5063,0.3152,56.632,132.587,0
186.19,2.9385,0.3088,0.193,3.123,185.776,0
25.9342,2.5599,0.4969,0.3631,43.2059,217.8361,0
35.2805,2.3454,0.4876,0.3002,69.9841,206.569,0
70.1992,2.5065,0.3115,0.1573,53.881,57.1306,0
123.0714,3.7929,0.1251,0.0857,89.8051,328.8961,0
122.358,3.4474,0.1788,0.1019,13.5059,291.361,0
178.511,3.1675,0.1707,0.0908,57.0768,263.353,0
254.6375,3.6089,0.1929,0.0856,57.8297,186.4461,0
118.7704,2.8132,0.3339,0.1783,32.8043,255.629,0
185.8045,3.8666,0.1237,0.0601,53.6071,340.5532,0
155.53,3.2261,0.2989,0.1797,63.7389,329.15,0
72.802,2.6566,0.2521,0.1497,20.5896,271.6555,0
114.765,2.6575,0.319,0.1595,42.8298,152.025,0
20.6868,2.3082,0.6201,0.3162,50.1761,128.3896,0
177.1863,4.0925,0.0471,0.0443,4.1574,191.9643,0
32.2737,2.6782,0.4554,0.2719,16.5691,197.294,0
59.7826,3.0086,0.3265,0.175,59.0,192.864,0
22.1815,2.4922,0.797,0.4865,82.0983,240.7557,0
138.4453,3.4958,0.2004,0.116,11.8903,244.2201,0
22.2696,2.6444,0.5329,0.2959,15.229,177.234,0
21.359,2.3294,0.5012,0.2506,69.8415,230.301,0
9.6824,2.1323,0.7312,0.4196,42.0848,61.2014,0
18.368,2.4495,0.5471,0.2789,13.9435,199.54,0
29.2304,2.6021,0.5625,0.2938,22.2624,171.911,0
144.412,2.9643,0.4473,0.2253,30.5008,388.364,0
23.3913,2.816,0.4598,0.2663,79.8372,60.869,0
94.4951,3.3932,0.2177,0.1506,51.6715,346.7639,0
19.0295,2.4886,0.6721,0.362,25.9104,202.922,0
32.1083,2.5637,0.3751,0.1946,75.043,187.0892,0
111.715,2.8938,0.3946,0.2011,38.25,260.691,0
37.5487,2.6731,0.5023,0.3294,45.9009,240.2675,0
114.792,3.2751,0.2696,0.186,14.3037,266.102,0
28.5635,2.5403,0.464,0.2637,70.517,139.061,0
103.92,4.0748,0.1339,0.0693,16.946,372.675,0
26.6653,2.05,0.7274,0.3779,66.8422,197.1062,0
81.0903,3.4873,0.1521,0.0926,3.6095,264.495,0
22.5713,2.5994,0.3736,0.2023,6.5907,231.3564,0
65.3683,2.613,0.56,0.3235,42.0088,323.6534,0
59.4898,2.5784,0.3865,0.2638,66.0689,198.9603,0
22.7563,2.6449,0.6296,0.3486,60.5154,191.1357,0
76.7443,2.8322,0.3414,0.1832,14.8025,191.306,0
31.7528,2.3128,0.5012,0.2895,85.9966,136.496,0
22.9026,2.8038,0.3975,0.2364,39.788,187.344,0
68.3228,2.7239,0.3853,0.2011,38.723,231.315,0
32.2371,2.4158,0.4568,0.2591,87.8265,204.061,0
68.6774,2.9576,0.3958,0.199,0.9243,342.053,0
57.0409,2.9848,0.204,0.1072,6.0385,161.631,0
25.9126,2.4381,0.7156,0.3672,42.753,242.3657,0
171.894,3.3951,0.1127,0.063,33.3319,257.985,0
42.5919,2.8929,0.255,0.1077,68.0481,88.0571,0
22.2696,2.6444,0.5329,0.2959,15.229,177.234,0
137.155,3.4747,0.0969,0.0498,24.9674,93.6126,0
27.3045,2.6662,0.3415,0.185,76.8949,246.0027,0
32.9045,2.2836,0.5119,0.2676,81.3208,167.8863,0
40.4431,2.8919,0.3039,0.1497,3.3124,111.9501,0
19.8721,2.3901,0.8106,0.4664,33.488,125.627,0
25.3725,2.7977,0.3501,0.2364,23.0687,223.1083,0
126.076,3.3144,0.1081,0.0555,16.1181,286.704,0
140.578,2.9959,0.2161,0.1106,87.3467,113.653,0
148.703,2.6064,0.401,0.2339,73.7185,47.71,0
51.5075,2.8742,0.2781,0.1644,31.9622,37.9488,0
104.79,2.6583,0.352,0.242,72.2326,89.867,0
24.8831,2.4132,0.4893,0.2782,87.4535,174.1535,0
13.0894,2.2589,0.8099,0.5427,86.1601,218.383,0
20.7646,2.4048,0.6535,0.3878,25.106,140.908,0
16.1728,2.2174,0.8383,0.5297,81.6645,138.802,0
130.7112,2.6221,0.7331,0.4642,47.0975,243.5813,0
118.4085,2.6052,0.5898,0.4158,80.0592,241.4869,0
168.6169,3.6384,0.1288,0.0565,31.7599,185.7593,0
48.1661,3.0844,0.28,0.1634,89.0528,144.557,0
106.05,2.8762,0.4761,0.2773,21.0535,251.72,0
44.2348,2.88,0.4258,0.2406,5.248,268.169,0
21.646,2.4907,0.5234,0.2956,66.525,233.086,0
21.7507,2.4894,0.5882,0.2899,84.9682,220.3298,0
31.7162,2.7396,0.541,0.2851,26.937,141.005,0
142.872,4.4417,0.0431,0.0231,81.3496,267.828,0
91.718,3.5625,0.21,0.1247,53.5527,302.103,0
84.1012,3.6415,0.1826,0.1051,10.0766,324.815,0
85.8175,3.2348,0.4462,0.2317,10.4111,374.5664,0
17.3883,2.5821,0.6335,0.3835,89.0125,258.262,0
26.5848,2.695,0.5167,0.3219,68.679,189.644,0
80.3573,3.9682,0.1023,0.0395,72.1289,122.6955,0
28.2715,2.4533,0.4824,0.2447,40.2475,217.188,0
38.5725,2.5132,0.5061,0.3236,12.14,163.313,0
49.3247,2.7115,0.3378,0.1772,15.1485,207.2384,0
22.0438,2.4552,0.532,0.3318,82.205,172.1424,0
36.4557,2.64,0.3688,0.2027,87.2394,148.56,0
36.8597,2.6138,0.4209,0.247,74.455,219.649,0
42.0533,3.1266,0.1868,0.0871,10.6589,253.6093,0
66.6592,2.936,0.3272,0.1893,30.1517,235.6867,0
104.7215,3.7795,0.0694,0.0328,71.1266,178.4461,0
44.2851,2.9766,0.3356,0.2201,29.9174,192.748,0
55.0742,2.8565,0.2872,0.1319,31.1266,166.8444,0
16.4981,2.1155,0.7848,0.498,88.1266,71.0375,0
22.6701,2.3883,0.5358,0.3252,29.9286,208.525,0
122.1989,3.065,0.3466,0.2145,43.3185,176.6684,0
61.1693,2.8015,0.4108,0.2313,49.8157,151.8837,0
251.21,3.8177,0.1642,0.0824,59.836,297.434,0
28.2156,2.8064,0.3148,0.1677,69.4414,207.251,0
21.1573,2.5079,0.5155,0.2624,51.949,188.002,0
128.627,2.7749,0.2636,0.1335,3.1073,221.05,0
30.1169,2.6149,0.3932,0.1978,14.588,70.7928,0
13.1252,2.2889,0.8226,0.5527,32.286,148.092,0
238.259,3.4111,0.1401,0.0731,81.0641,225.336,0
21.1481,2.5192,0.5567,0.3525,3.895,196.063,0
31.9493,2.6172,0.4191,0.2436,66.5278,250.6361,0
58.0522,3.1602,0.1757,0.1027,32.2508,228.145,0
197.743,3.3507,0.1592,0.0814,1.161,269.186,0
160.6805,3.0186,0.3442,0.2136,19.5623,322.6846,0
73.2988,2.9003,0.3682,0.1699,36.6196,247.382,0
60.5328,3.0436,0.2732,0.175,0.8124,290.6,0
12.9752,2.1717,0.7475,0.4343,66.9514,111.267,0
97.9934,3.1827,0.1393,0.0703,74.9474,211.4398,0
34.8773,2.7528,0.417,0.2677,34.4381,86.954,0
69.2857,2.9435,0.2996,0.1628,33.0506,273.8208,0
178.0361,4.0967,0.0802,0.0481,77.6499,329.7362,0
68.0256,3.0809,0.3321,0.2123,38.7345,274.4498,0
29.7631,2.3909,0.6504,0.3557,28.716,207.369,0
96.032,3.0166,0.3118,0.1593,69.8492,264.674,0
113.272,2.6048,0.4696,0.2497,42.59,234.418,0
174.171,4.7552,0.03,0.0151,56.991,238.1,0
61.7727,3.0999,0.2768,0.1635,18.1415,23.6597,0
30.2742,2.7042,0.3419,0.1966,83.0842,68.9916,0
64.8094,3.2292,0.3136,0.2251,32.7431,278.4021,0
219.765,3.2147,0.227,0.1263,47.0808,293.7207,0
76.2773,2.888,0.4118,0.2128,11.8216,303.9442,0
16.415,2.5743,0.5914,0.32,5.2563,203.9175,0
48.5277,2.7705,0.3155,0.1654,21.806,87.7162,0
108.878,2.5521,0.345,0.1865,22.6807,291.132,0
22.3151,2.5431,0.5866,0.3209,56.8004,135.8061,0
177.182,3.3855,0.242,0.1233,2.116,355.587,0
26.976,2.4969,0.4682,0.2436,0.6298,139.015,0
79.1072,3.051,0.2454,0.1312,21.6826,122.771,0
54.4517,2.7723,0.4426,0.261,23.702,268.332,0
32.5436,2.6686,0.3879,0.2278,44.8836,178.558,0
21.2342,2.5569,0.5936,0.3454,68.0255,229.437,0
91.6874,3.387,0.1989,0.1077,51.7611,256.131,0
179.965,3.5626,0.156,0.0839,78.073,282.717,0
56.4667,3.0694,0.3149,0.1951,13.9788,123.395,0
67.8595,3.0243,0.3688,0.1962,12.1225,240.959,0
268.384,3.3417,0.1011,0.0549,1.607,95.3574,0
20.0798,2.3415,0.5849,0.3109,68.9936,74.8274,0
83.4204,3.4037,0.2846,0.1697,45.4744,398.5181,0
132.507,3.6468,0.1966,0.1138,64.9299,293.453,0
141.2052,3.7426,0.1595,0.0798,44.8045,221.4339,0
104.5871,3.2437,0.2562,0.1144,8.4966,393.3124,0
